state,clim_zone,compl_year,proj_type,ibc_type,park_type,gfa_w_park_imp,gfa_ext_imp,gfa_park_imp,prim_bldg_use,gfa_prim_imp,sec_bldg_use,gfa_sec_imp,occupancy,res_units,bldg_height,therm_env_area,wwr,r_value_walls,r_value_roofs,certifications,seis_site_cls,sdc,wind_speed,str_prim_horiz_sys,str_prim_vert_sys,str_lat_sys,podium,str_sec_horiz_sys,str_sec_vert_sys,col_grid_long,col_grid_short,fdn_type,design_phase,purp_of_assessment,ec_reductions,ec_reduction_percent,ec_redux_bldg_reuse,ec_redux_mat_reuse,ec_redux_alt_str_sys,ec_redux_str_bio_mat,ec_redux_nonstr_bio_mat,ec_redux_str_optimize,ec_redux_concrete_optimize,ec_redux_ext_env_optimize,ec_redux_int_fin_optimize,gfa_without_park_imp,gfa_w_park_m,gfa_without_park_m,gfa_prim_m,gfa_sec_m,gfa_park_ratio,stories_above_grade_bins,stories_below_grade_bins,gfa_w_park_imp_bins,software_version_bins,physical_scope_bins,structural_material_bins,eci_A_to_C,eci_A1-A3,eci_A4,eci_B4-B5,eci_C2-C4,eci_D,eci_A_to_C_substr,eci_A_to_C_superstr,eci_A_to_C_enc,eci_A_to_C_int_con,eci_A_to_C_int_fin,eci_A_to_C_unknown
California,Zone 3B (Warm Dry),2021,New Construction,Type I-B,"Above grade, within footprint of main structure",371175,,,Office,371175,,,,,148.33,,,,,"LEED v4.0 Platinum
Fitwel
U.S. Resiliency Council Seismic Platinum",D,D,115,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Primary system defined above is on a podium,Concrete: Non-PT framing,Concrete: CIP,38.5,30,Deep foundation < 50' (15m),Completed,Required: LEED Proposed,Yes,0.15,No,No,No,No,No,No,Yes,No,No,371175,34483.27103,34483.27103,34483.27103,,0,11 or more,1,"200,001-400,000",Tally LCA,SE,Concrete,289.738465,322.1952419,5.878875808,9.404966631,61.48434901,-35.46570084,47.5498722,304.9467471,44.98090288,,20.93200428,1.063973277
California,Zone 4A (Mixed Humid),2017,New Construction,Type I-B,No Parking,262940,0,0,Education,154000,Public Assembly,15000,3201,0,70,252018,0.36,,,,C,A,120,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,40,25,Deep foundation < 50' (15m),Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,262940,24427.91482,24427.91482,14307.062,1393.545,0,2 to 5,1,"200,001-400,000",Tally LCA,SEI,Steel,466.5398908,657.3468184,5.779514436,59.95675472,59.75128721,-42.58649787,55.25021551,377.7393836,242.6636748,27.27234118,28.97144144,
California,Zone 4C (Mixed Marine),2026,New Construction,Type I-A,Below Grade,335054,,93549,Office,240728,Mercantile (Retail Other Than Mall),777,2900,,125,184671,0.342,18.18181818,37.03703704,"LEED NC V4, targeting gold",C,D,98,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,43,30,Shallow foundation,Construction Documents,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,241505,31127.52176,22436.53902,22364.35338,72.185631,0.38735844,6 to 10,3,"200,001-400,000",Tally LCA,SE,Concrete,898.0880351,417.109759,3.62763274,31.65640003,52.53207578,-51.83883897,56.44713569,290.268703,141.8092062,4.996111436,31.92455669,0.551378153
California,Can. 4 (<3000 HDD),2025,New Construction,Type I-B,Below Grade,522097,0,252630,Residential: Mulitfamily (5 or more units),258269,Other,11198,2673,373,387,143750,0.46,,,,C,D,100,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,23.5,20.25,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,269467,48504.37759,25034.2927,23993.96491,1040.327794,0.937517395,11 or more,5 or more,"Over 400,000",Tally LCA,SEI,Concrete,255.3374015,464.761105,4.471315724,48.28408046,62.6980865,-61.34298438,57.10403396,353.8671104,82.9384113,32.22930746,34.30392904,
California,Zone 4C (Mixed Marine),,New Construction,Type I-A,Below Grade,900419,0,439955,Health Care (Outpatient),809476,Office,90943,6837,0,240,494806,0.53,,,,C,D,105,Steel: Frame + concrete on metal deck,Steel: Cold-formed,Concrete: Other,Primary system defined above is a podium,Concrete: Non-PT framing,Concrete: CIP,32,16,Other Foundation System,Construction Documents,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,Yes,No,460464,83651.62636,42778.48699,75202.74883,8448.877529,0.955460145,11 or more,5 or more,"Over 400,000",Tally LCA,SEI,Steel/Concrete,662.555852,432.3419065,5.426679258,14.45982767,50.96606689,30.59554578,57.23170496,388.7536709,36.44615626,11.2144114,34.89836855,0.062613147
California,Zone 5B (Cool Dry),2024,New Construction,Type I-B,Below Grade,548711,,2008525,Office,336788,Mercantile (Retail Other Than Mall),11098,,0,250,347886,0.47,,,Leed v4.0 Gold,D,B,120,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Primary system defined above is a podium,Concrete: PT framing,Concrete: CIP,28.76,27.1,Deep foundation < 50' (15m),Construction Documents,Required: LEED Proposed,No,,No,No,No,No,No,No,No,No,No,-1459814,50976.89803,-135621.1,31288.61556,1031.037494,-1.375877338,11 or more,0,"Over 400,000",One Click LCA,SE,Steel/Concrete,395.039954,378.9287561,27.2024398,0.07233355,7.798711721,,57.31466336,239.7123976,116.9751802,,36.71554032,
California,Can. 7B (6000-6999 HDD),2022,New Construction,Type I-A,Below Grade,2152110,,48500,Office,2070000,Mercantile (Retail Other Than Mall),50000,,,298,670000,,,,LEED v4.1,B,B,120,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,44,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.18,No,No,No,No,No,No,Yes,No,No,2103610,199937.4753,195431.6798,192309.21,4645.15,0.023055604,11 or more,4,"Over 400,000",One Click LCA,SE,Concrete,653.0934172,508.897478,32.04316534,14.22854142,3.383298398,,57.93774424,346.592192,154.0225469,,37.34083773,
California,Zone 5A (Cool Humid),2023,New Construction,Type I-B,No Parking,85000,,0,Education,85000,,,1191,,92,,,,,LEED Gold,,C,,Steel: Other,Steel: Columns,Steel: Braced frames,Not a podium building,,,27,,Deep foundation < 50' (15m),Construction Documents,Required: LEED Proposed,Yes,0.2,No,No,No,No,No,No,Yes,Yes,No,85000,7896.755,7896.755,7896.755,,0,2 to 5,1,"50,001-100,000",Tally LCA,SEI,Steel,596.4742462,454.9902245,5.775088027,81.90474333,31.37997415,-70.31981818,60.21560935,211.8653162,184.7340743,25.5855795,39.21410106,5.445662711
California,Zone 3B (Warm Dry),2021,New Construction,Type I-B,"Above grade, within footprint of main structure",402694,,,Office,402694,,,,,36,,,,,"LEED v4.0 Platinum
CalGreen Tier 2",D,D,110,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,35,25,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.1,No,No,No,No,No,No,Yes,No,Yes,402694,37411.48068,37411.48068,37411.48068,,0,2 to 5,0,"Over 400,000",Tally LCA,SE,Steel/Concrete,295.7261488,533.7638483,10.0160499,14.68642598,60.21494923,-67.30651366,68.26723075,371.1835882,147.0827798,1.329154974,44.55964682,29.47090202
California,Zone 5A (Cool Humid),2024,New Construction,Type I-B,No Parking,118687,0,0,Public Assembly,118687,,,2247,0,35,118687,0.16,,,,C,A,125,Steel: Other,Steel: Columns,Steel: Braced frames,Not a podium building,,,130,25,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,118687,11026.37836,11026.37836,11026.37836,,0,2 to 5,1,"100,001-200,000",Tally LCA,SEI,Steel,558.9293001,409.6294878,4.900284353,35.91924815,43.84811348,-51.04667653,68.93129776,154.4071579,226.6372927,25.25144619,47.73756962,
California,Zone 4C (Mixed Marine),2024,New Construction,Type I-A,No Parking,263750,0,0,Office,260589,Mercantile (Retail Other Than Mall),2587,2065,0,190,160184,0.48,,,Target LEED v4 Gold,C,D,110,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,30,,Other Foundation System,Construction,Required: LEED Proposed,No,,No,No,No,No,Yes,No,No,No,No,263750,24503.16625,24503.16625,24209.49987,240.340061,0,11 or more,0,"200,001-400,000",Tally LCA,SEI,Steel,778.6708201,502.9235748,6.217138821,78.38692592,28.19675721,-108.9447536,69.56893616,339.2116427,40.90558657,142.3533483,49.84297125,0.161187427
California,Zone 3B (Warm Dry),2022,New Construction,Type I-B,No Parking,117541,,0,Residential: Mulitfamily (5 or more units),94031,Education,2350,777,110,77,88215,0.315,15,30,LEED v4.1 Platinum,C,D,95,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,19,18,Shallow foundation,Construction,Required: LEED Proposed,Yes,0.21,No,No,No,No,No,No,Yes,Yes,Yes,117541,10919.91152,10919.91152,8735.761993,218.32205,0,6 to 10,0,"100,001-200,000",Tally LCA,SEI,Concrete,366.2984243,294.0511795,7.812968187,49.00634809,40.2590783,-33.90026758,73.01929058,185.4504074,46.48855144,15.50409809,52.05156861,0.680361567
California,Zone 4C (Mixed Marine),2024,New Construction,Type I-B,No Parking,241426,,,Public Assembly,241426,,,5244,,106,,,,,LEED v4.1 Gold,C,D,105,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,38,30,Shallow foundation,Construction Documents,Required: LEED Baseline,No,,No,No,No,No,No,No,No,No,No,241426,22429.19968,22429.19968,22429.19968,,0,6 to 10,1,"200,001-400,000",One Click LCA,SE,Concrete,581.1590266,315.4326878,30.33513241,9.120188546,11.41041548,,73.29612619,189.5676239,58.94617232,30.38321294,52.2700042,14.10528884
California,Zone 4A (Mixed Humid),2024,New Construction,Type I-A,No Parking,488683,0,0,Laboratory - Wet,488683,,,,0,270,,0.58,10,30,LEED CS v4.0 Gold,B,A,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,43.33,33,Shallow foundation,,Required: LEED Proposed,No,,,,,,,,,,,488683,45400.11675,45400.11675,45400.11675,,0,11 or more,0,"Over 400,000",One Click LCA,SE,Steel,593.4557149,314.3276181,21.02900165,0.246203772,10.62842245,,76.46365447,213.0910095,53.8071559,,54.07572466,2.869426101
California,Zone 5B (Cool Dry),2024,New Construction,Type I-A,No Parking,161222,0,0,Health Care (Inpatient),75000,,,3084,0,72.5,134735,0.18,22,30,LEED v4.0 Certified ,D,D,114,Steel: Frame + concrete on metal deck,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,30,27,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,Yes,No,No,161222,14978.00747,14978.00747,6967.725,,0,2 to 5,0,"100,001-200,000",Tally LCA,SEI,Steel/Concrete,648.5916077,397.6517742,5.144854621,102.1305238,61.55782962,14.02547108,79.93951025,275.2882561,132.5567947,23.64978629,55.12302973,0.051498646
California,Zone 1A (Very Hot Humid),2026,New Construction,Type I-B,"Above grade, attached to main structure",555995,0,296400,Office,202700,,,5186,0,88.5,258995,0.62,,,,D,A,175,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,40,36,Deep foundation < 50' (15m),Construction,Voluntary: Internal Benchmarking,Yes,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,259595,51653.60349,24117.15429,18831.4381,,1.14177854,6 to 10,0,"Over 400,000",Tally LCA,SEI,Steel/Concrete,422.8035795,490.1295163,5.461878304,39.8431919,44.77624162,-105.7152651,84.24852607,320.4104489,85.85698512,32.81459988,56.27907114,0.601197033
California,Zone 2A (Hot Humid),2025,New Construction,Type I-A,No Parking,214673,0,0,Health Care (Inpatient),204193,Health Care (Outpatient),10480,1393,0,63,185908,0.16,13,30,LEED Certified Pursuit,C,A,120,Steel: Frame + concrete on metal deck,Steel: Columns,Masonry: Shear walls,Not a podium building,,,30,30,Deep foundation < 50' (15m),Construction,Voluntary: Internal Benchmarking,Yes,0.14,No,No,No,No,No,Yes,Yes,Yes,No,214673,19943.76572,19943.76572,18970.14228,973.62344,0,2 to 5,0,"200,001-400,000",Tally LCA,SEI,Steel/Masonry,618.8927137,380.5814138,4.570282989,91.49670206,36.3263265,-34.27252695,85.75563436,196.6985227,134.9921762,31.71977422,58.83408656,
California,Zone 3A (Warm Humid),2024,New Construction,Type I-B,No Parking,200000,0,0,Public Assembly,170000,Public Assembly,30000,8200,0,93,1373561,0.16,,,LEED Silver or Gold,C,B,114,Concrete: Non-PT framing,Concrete: CIP,Steel: Braced frames,Primary system defined above is a podium,Steel: Frame + concrete on metal deck,Steel: Columns,38,,Shallow foundation,Construction,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,Yes,Yes,No,No,200000,18580.6,18580.6,15793.51,2787.09,0,2 to 5,0,"100,001-200,000",Tally LCA,SEI,Concrete,427.0189205,573.6743721,5.067209269,17.15203282,52.69799349,-41.2372324,93.41987085,478.0206478,70.83686594,1.277679031,63.12719741,
California,Zone 5A (Cool Humid),2026,New Construction,Type I-B,Below Grade,603707,,52164,Laboratory - Wet,545987,Mercantile (Retail Other Than Mall),16000,,,189.5,,,,30,"LEED Core & Shell v4, Gold; Fitwel 2 Star; WiredScore",D,B,128,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,36,35.5,Shallow foundation,Construction,Required: LEED Proposed,Yes,0.08,No,No,No,No,No,No,Yes,No,No,551543,56086.19142,51239.99933,50723.83026,1486.448,0.094578301,11 or more,1,"Over 400,000",Tally LCA,SE,Steel,479.4347858,439.7585019,8.710438313,18.79436129,36.41982933,-75.00910434,95.34936742,217.1050548,185.7122797,2.96308007,63.8086179,2.003739906
California,Zone 3C (Warm Marine),2021,New Construction,Type I-B,Below Grade,485700,,288289,Office,197411,Parking,288289,3740,,67,196660,0.653,,,,D,E,110,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Primary system defined above is on a podium,Concrete: Non-PT framing,Concrete: CIP,30,30,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,0,No,No,No,No,No,No,No,No,No,197411,45122.9871,18340.07413,18340.07413,26782.91297,1.460349221,2 to 5,1,"Over 400,000",One Click LCA,SE,Concrete,331.6128264,251.3415157,32.48416415,2.414885117,6.676866036,,96.33920269,174.2643155,22.31391281,,64.49052177,
California,Zone 5A (Cool Humid),2024,New Construction,Type I-A,Below Grade,255064,,34767.43,Residential: Mulitfamily (5 or more units),222465,,,,355,270,363417,0.47,21,30,,C,,,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Primary system defined above is on a podium,,,23.7,19.5,Deep foundation < 50' (15m),Construction Documents,Voluntary: Hot Spot Analysis,Yes,0.36,No,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,220296.57,23696.21079,20466.21224,20667.6659,,0.157821023,11 or more,3,"200,001-400,000",One Click LCA,SEI,Concrete,561.4312942,324.0150464,,17.90334808,19.98398973,,103.2280659,100.9502224,22.69266161,15.35692534,70.98742841,88.54676676
California,Zone 5A (Cool Humid),2026,New Construction,Type I-B,Below Grade,586660,,16599,Laboratory - Wet,565701,Mercantile (Retail Other Than Mall),4360,,,234,,,,,"LEED Core & Shell V4, Platnium; Fitwel 2 star; WireScore",D,B,108,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,33,22,Deep foundation < 50' (15m),Construction Documents,Required: LEED Proposed,Yes,0.065,No,No,No,No,No,Yes,Yes,No,No,570061,54502.47398,52960.37708,52555.32,405.05708,0.029117937,11 or more,1,"Over 400,000",Tally LCA,SE,Steel/Concrete,472.3294324,576.1622649,7.465933383,27.71214513,39.93101661,-53.28048615,106.4838156,333.1052352,198.5112393,2.211823893,74.567502,8.165664482
California,Zone 3C (Warm Marine),2022,New Construction,Type I-B,No Parking,136730,5280,0,Residential: Mulitfamily (5 or more units),41551,Service,4339,1254,130,87,79746,0.26,15,21,"Platinum GreenPoint Rating, Fitwel - 1 Star",D,D,110,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,26,23,Shallow foundation,Construction,Voluntary: Performance Declaration,Yes,0.35,No,No,No,No,No,Yes,Yes,Yes,Yes,136730,12702.62719,12702.62719,3860.212553,403.106117,0,6 to 10,0,"100,001-200,000",Tally LCA,SEI,Concrete,344.9688033,284.6687837,9.068135402,32.37985709,54.07166217,-26.02174008,116.646507,185.8937964,23.27541919,3.55717061,78.89578277,0.043626175
California,Can. 7B (6000-6999 HDD),2022,New Construction,Type I-A,Below Grade,2152110,,48500,Office,2070000,Mercantile (Retail Other Than Mall),50000,,,298,670000,,,,LEED v4.1,B,B,120,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,44,30,Shallow foundation,Construction Documents,Required: LEED Baseline,No,0,No,No,No,No,No,No,No,No,No,2103610,199937.4753,195431.6798,192309.21,4645.15,0.023055604,11 or more,4,"Over 400,000",One Click LCA,SE,Concrete,651.27136,616.6952115,51.74593709,14.22854848,3.382295234,,116.6736414,413.9457472,155.4326037,,79.90875973,
California,Zone 5A (Cool Humid),2024,New Construction,Type I-B,No Parking,330000,,0,Residential: Mulitfamily (5 or more units),287100,Mercantile (Retail Other Than Mall),42900,1451,350,103.25,,,,,LEED Platinum (4.1),,B,,Concrete: Precast,Steel: Columns,Steel: Braced frames,Not a podium building,,,21,,Shallow foundation,Construction Documents,Voluntary: Design Milestone Tracking,Yes,0.07,No,No,Yes,No,No,Yes,No,Yes,Yes,330000,30657.99,30657.99,26672.4513,3985.5387,0,11 or more,0,"200,001-400,000",Tally LCA,SEI,Steel/Concrete,503.1944803,441.2668068,6.441729707,73.43459416,21.31838986,-40.50506553,117.7257641,228.6530455,97.37967117,14.70514991,81.02406317,0.749366453
California,Zone 4A (Mixed Humid),2017,New Construction,Type I-B,No Parking,85982,0,0,Public Assembly,20000,Food Service,10000,2176,0,26,119202,0.36,,,,C,A,120,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,30,23.5,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,85982,7987.985746,7987.985746,1858.06,929.03,0,1,1,"50,001-100,000",Tally LCA,SEI,Steel,463.5213585,535.5948329,6.535669456,43.04366392,55.0627731,-6.487206197,124.3378253,302.5980856,132.4754307,28.55559354,82.28791151,
California,Zone 3A (Warm Humid),2023,New Construction,Type I-B,No Parking,346322,,,Education,346322,,,4677,,130,,0.525,,,LEED v4.1 Gold (Target),B,A,120,Concrete: Non-PT framing,Concrete: CIP,Concrete: Moment frames,Not a podium building,,,22,22,Other Foundation System,Construction,Required: LEED Proposed,Yes,0.13,No,No,Yes,No,No,Yes,Yes,No,No,346322,32174.35277,32174.35277,32174.35277,,0,6 to 10,2,"200,001-400,000",One Click LCA,SE,Concrete,428.7818863,227.5675325,7.332646649,5.888692505,14.5485298,,126.6511131,33.60877025,95.07751818,,83.37828522,
California,Zone 5A (Cool Humid),2023,New Construction,Type I-A,No Parking,515000,,,Laboratory - Dry,256000,Office,256000,5250,0,228.5,197050,0.38,14,40,LEEDv4.0 Gold,D,B,139,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Steel: Frame + concrete on metal deck,Steel: Columns,44,33,Deep foundation < 50' (15m),Construction Documents,Required: LEED Baseline,Yes,0.087,No,No,No,No,No,No,Yes,No,No,515000,47845.045,47845.045,23783.168,23783.168,0,11 or more,0,"Over 400,000",One Click LCA,SE,Steel,503.6831308,311.0325682,18.00265699,2.118889218,11.40733604,,127.2083968,113.2472485,100.3547975,,84.5457709,1.751007654
California,Zone 5A (Cool Humid),2025,New Construction,Type I-B,No Parking,158822,0,0,Public Assembly,158822,,,2585,0,44,158822,0.27,32,52,CAGBC ZCB-Design; LEED v4.0 Gold,D,A,87,Steel: Frame + bare metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,,20,Shallow foundation,Construction,Required: LEED Baseline,No,,No,No,No,No,No,No,Yes,No,No,158822,14755.04027,14755.04027,14755.04027,,0,2 to 5,1,"100,001-200,000",Tally LCA,SEI,Steel,558.5524831,588.3144966,7.149765189,65.50517297,51.3429757,-155.2665344,140.2486501,376.22044,117.3414355,30.76431521,89.14270719,
California,Zone 3C (Warm Marine),2025,New Construction,Type I-B,No Parking,233550,0,0,Education,44600,Office,40500,4470,0,171,110550,0.4,15,35,LEED v4.0 Silver (tracking),D,D,100,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,30,30,Shallow foundation,Construction,Voluntary: Internal Benchmarking,Yes,,No,No,No,No,No,No,Yes,No,No,233550,21697.49565,21697.49565,4143.4738,3762.5715,0,6 to 10,1,"200,001-400,000",Tally LCA,SEI,Steel,382.637661,564.7969179,6.938076748,116.6478484,40.85175113,-80.04566142,164.2690115,357.4062603,110.5951868,18.97942861,106.538893,5.116185761
California,Zone 5A (Cool Humid),2026,New Construction,Type I-B,Below Grade,844283,0,27650,Stadium,718553,,,31788,0,116,808000,0.116,,,LEED Gold,D,B,114,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,,,Deep foundation < 50' (15m),Construction Documents,Voluntary: Internal Benchmarking,Yes,0.508,No,No,No,No,No,Yes,Yes,No,No,816633,78436.42355,75867.6556,66755.72936,,0.033858539,2 to 5,1,"Over 400,000",Tally LCA,SEI,Steel,461.2877696,359.0265674,5.24251778,4.723822966,25.43996299,-50.06834501,165.5419014,193.8714263,33.9662398,0.604803114,109.4229028,0.010961116
California,Zone 3C (Warm Marine),2024,New Construction,Type I-B,No Parking,911270,,,Laboratory - Dry,911270,,,10303,,57,,,,,LEED v4.1 Platinum (Target),D,D,100,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,30,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.38,No,No,No,No,No,Yes,Yes,No,No,911270,84659.71681,84659.71681,84659.71681,,0,2 to 5,1,"Over 400,000",One Click LCA,SE,Steel,287.8752802,344.9605581,34.20786933,11.23280783,15.28219204,,174.4433528,181.6702504,49.56982409,,117.6901659,
California,Zone 5A (Cool Humid),2023,New Construction,Type I-A,Below Grade,417289,,100000,Laboratory - Dry,157395,Office,157395,3660,,115,96000,0.2356,15,38,LEEDv4.0 Gold,D,B,139,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Steel: Frame + concrete on metal deck,Steel: Columns,37,33,Deep foundation < 50' (15m),Construction Documents,Required: LEED Proposed,No,,,,,,,,,,,317289,38767.39997,29477.09997,14622.46769,14622.46769,0.315170082,6 to 10,2,"Over 400,000",One Click LCA,SE,Steel,499.6028329,410.4948994,34.66929253,4.293836836,14.06332974,,191.4114887,201.4994069,70.6104629,,,0
California,Zone 3C (Warm Marine),2021,New Construction,Type I-B,No Parking,107215,8458,0,Residential: Mulitfamily (5 or more units),95829,Mercantile (Retail Other Than Mall),11386,1397,127,85,80267,0.24,20,40,Platinum GreenPoint Rating,D,D,110,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,30,22,Deep foundation < 50' (15m),Completed,Voluntary: Performance Declaration,Yes,,No,No,No,No,No,No,Yes,Yes,Yes,107215,9960.595145,9960.595145,8902.801587,1057.793558,0,6 to 10,0,"100,001-200,000",Tally LCA,SEI,Concrete,344.5124056,566.348882,17.30084124,39.73164763,94.41335979,-63.65882539,247.2210428,315.3276385,54.09233501,32.82191972,,0.067729316
California,Zone 5A (Cool Humid),2024,New Construction,Type I-A,Below Grade,355200,,80000,Laboratory - Dry,137600,Office,137600,3160,,177.5,168200,0.33,37,20,LEEDv4.0 Platinum,D,B,127,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,Steel: Frame + concrete on metal deck,Steel: Columns,44,33,Deep foundation < 50' (15m),Construction Documents,Required: LEED Baseline,No,,,,,,,,,,,275200,32999.1456,25566.9056,12783.4528,12783.4528,0.290697674,11 or more,2,"200,001-400,000",One Click LCA,SE,Steel,496.2928491,610.6037742,43.59134768,25.77083147,22.84048681,,273.1325626,202.8973083,219.2062884,,,0.072107928
California,Zone 5A (Cool Humid),2024,New Construction,Type I-A,Below Grade,487024,,40386.19,Residential: Mulitfamily (5 or more units),458407,Mercantile (Retail Other Than Mall),28617,,631,295,455576,0.6,35,40,,C,,,Concrete: Non-PT framing,Concrete: CIP,Concrete: Shear walls,Primary system defined above is on a podium,,,18,17,Deep foundation > 50' (15m),Construction Documents,Voluntary: Hot Spot Analysis,Yes,0.4,No,tbd,tbd,tbd,tbd,tbd,tbd,tbd,tbd,446637.81,45245.99067,41493.99246,42587.38552,2658.605151,0.090422685,11 or more,2,"Over 400,000",One Click LCA,SE,Concrete,566.2790357,435.0726928,43.44653152,8.435993208,13.60805678,,310.1639463,27.72229918,85.3003995,,,77.37662935
California,Zone 3C (Warm Marine),2026,New Construction,Type I-B,Below Grade,102778,,81996,Office,86343,Mercantile (Retail Other Than Mall),16435,3625,,55,34540.7,0.545,10.5,30,LEED v4.0 Gold,D,D,91,Wood: Engineered panels,Wood: Mass timber,Concrete: Shear walls,Primary system defined above is on a podium,Wood: Engineered panels,Wood: Mass timber,30.25,30,Shallow foundation,Construction Documents,Required: LEED Proposed,Yes,0.48,No,No,No,Yes,No,Yes,Yes,Yes,No,20782,9548.384534,1930.710146,8021.523729,1526.860805,3.945529785,2 to 5,2,"100,001-200,000",One Click LCA,SE,Concrete/Wood,367.0064835,516.3928026,52.89093964,8.860970115,15.31100256,,331.1801759,144.5964545,98.26879685,13.28492684,,6.125360766
California,Zone 6B (Cold Dry),2023,New Construction,Type I-A,Below Grade,707000,,,Office,2070000,Mercantile (Retail Other Than Mall),50000,,,278,209546,0.68,,,LEED v4.1,D,B,139,Steel: Frame + concrete on metal deck,Steel: Columns,Concrete: Shear walls,Not a podium building,,,48,30,Shallow foundation,Construction Documents,Required: LEED Baseline,No,0,No,No,No,No,No,No,No,No,No,707000,65682.421,65682.421,192309.21,4645.15,0,11 or more,3,"Over 400,000",One Click LCA,SE,Steel/Concrete,493.0118963,761.4426802,68.04869038,22.7268934,11.45867218,,390.712388,304.7958258,133.3931813,,,34.77554108
California,Zone 4C (Mixed Marine),2019,New Construction,Type I-A,Below Grade,274452,7825,45742,Residential: Mulitfamily (5 or more units),274452,Parking,45742,1622,204,133,124606,0.38,21,37,LEED Homes v4.0 Gold,C,D,120,Concrete: PT framing,Concrete: CIP,Concrete: Shear walls,Not a podium building,,,20,20,Shallow foundation,Completed,Voluntary: Internal Benchmarking,No,0,No,No,No,No,No,No,No,No,No,228710,25497.41416,21247.84513,25497.41416,4249.569026,0.2,11 or more,2,"200,001-400,000",Tally LCA,SEI,Concrete,586.2730131,305.2238587,2.133835336,32.5507841,32.03019335,-9.169847469,,270.5013681,48.38296439,20.91839178,,1.165269296
California,Zone 4A (Mixed Humid),2025,New Construction,Type I-A,Below Grade,375723,0,32491,Laboratory - Dry,224000,Office,83500,2294,0,243,230865,0.33,,,LEED v4.0 Platinum,C,B,115,Steel: Frame + concrete on metal deck,Steel: Columns,Steel: Braced frames,Not a podium building,,,33,32,Deep foundation < 50' (15m),Construction Documents,Voluntary: Internal Benchmarking,No,,No,No,No,No,No,No,No,No,No,343232,34905.79387,31887.2825,20810.272,7757.4005,0.09466192,11 or more,1,"200,001-400,000",Tally LCA,SEI,Steel,600.0694833,,,,,,,,,,,
